Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
2291712,1-May-22,Louisiana,Lafayette,500 Jefferson St,0,12,N/A
2291578,1-May-22,Ohio,Springfield,Clifton Ave and Rice St,1,4,N/A
2292452,1-May-22,Florida,Tarpon Springs,Safford Ave and Boyer St,0,6,N/A
2292613,1-May-22,South Carolina,North Charleston,US-52 and Ashley Phosphate Rd,1,3,N/A
2291618,30-Apr-22,Georgia,Atlanta,445 Cleveland Ave SE,1,4,N/A
2291470,30-Apr-22,Mississippi,Jackson,1207 Mississippi Street,1,5,N/A
2291185,29-Apr-22,Tennessee,Jackson,310 North Pkwy,2,2,N/A
2290903,29-Apr-22,Louisiana,New Orleans,3201 Magazine St,0,6,N/A
2291534,29-Apr-22,Mississippi,Laurel,Ferrell St and Poplar Dr,0,4,N/A
2290026,28-Apr-22,Alabama,Bessemer,1800 block of Berkley Ave,1,3,N/A
2288928,27-Apr-22,Illinois,Chicago,4400 block of W Jackson Blvd,0,4,N/A
2289308,27-Apr-22,Louisiana,Opelousas,700 block of Mia St,2,3,N/A
2288842,27-Apr-22,Mississippi,Biloxi,2688 Beach Blvd,4,0,N/A
2289610,27-Apr-22,Texas,San Antonio,3399 Wurzbach Rd,0,5,N/A
2289382,27-Apr-22,Arizona,Phoenix,6719 W Thomas Rd,0,4,N/A
2287581,25-Apr-22,Alabama,Birmingham,821 3rd Ave W,1,3,N/A
2286363,24-Apr-22,South Carolina,Myrtle Beach,12th Ave N and Withers Alley,1,3,N/A
2286061,24-Apr-22,Indiana,Lafayette,2905 Westchester Ln W,2,4,N/A
2285772,23-Apr-22,Illinois,Chicago,2000 block of W 51st St,2,2,N/A
2285612,23-Apr-22,North Carolina,Rocky Mount,1171 Jefferies Rd,0,4,N/A
2285860,23-Apr-22,Georgia,Atlanta,135 Andrew Young International Blvd NW,0,5,N/A
2286089,23-Apr-22,California,San Bernardino,1036 W Highland Ave,1,4,N/A
2285158,22-Apr-22,Virginia,Petersburg,200 block of Holly Hill Dr,1,5,N/A
2285242,22-Apr-22,Ohio,Cincinnati,Kemper Ln and E McMillan St,0,4,N/A
2284819,22-Apr-22,District of Columbia,Washington,2900 block of Van Ness St NW,1,4,N/A
2285267,21-Apr-22,Arkansas,Mountain View,646 Northcutt Rd,4,0,N/A
2283535,20-Apr-22,Minnesota,Duluth,715 E 12th St,5,0,N/A
2281171,17-Apr-22,Pennsylvania,Philadelphia,2800 block of Orkney St,0,4,N/A
2281541,17-Apr-22,Oregon,Portland,16150 SE Stark St,1,3,N/A
2280875,17-Apr-22,South Carolina,Furman,72 Ashley Circle Rd,0,9,N/A
2281164,17-Apr-22,California,Sacramento,7200 block of Franklin Blvd,1,3,N/A
2281483,17-Apr-22,Florida,Miami,15020 South River Dr,1,3,N/A
2280711,17-Apr-22,Pennsylvania,Pittsburgh,900B Madison Ave,2,9,N/A
2282256,17-Apr-22,Louisiana,Baldwin,Rosebud Rd and Baptiste St,0,5,N/A
2280204,16-Apr-22,South Carolina,Columbia,100 Columbiana Cir,0,9,N/A
2280495,16-Apr-22,Maryland,Baltimore,5300 block of Maple Ave,1,3,N/A
2281244,16-Apr-22,Nevada,North Las Vegas,4900 block of Support St,0,4,N/A
2281410,16-Apr-22,Texas,Daingerfield,FM 144 and Edwards Rd,1,6,N/A
2280017,16-Apr-22,New York,Syracuse,300 block of S Clinton St,1,4,N/A
2280504,15-Apr-22,California,Stockton,300 block of Coventry Dr,2,2,N/A
2276339,12-Apr-22,New York,Brooklyn,36th St and 4th Ave,0,10,N/A
2277011,12-Apr-22,New York,Bronx,2825 Olinville Ave,1,3,N/A
2275242,10-Apr-22,Louisiana,Baton Rouge,2700 block of Lorraine St,0,4,N/A
2274790,10-Apr-22,Iowa,Cedar Rapids,415 3rd St SE,3,9,N/A
2274803,10-Apr-22,Illinois,Elgin,958 Congdon Ave,2,4,N/A
2275283,10-Apr-22,California,Willowbrook,Blakley Ave and E 122nd Pl,2,5,N/A
2274783,10-Apr-22,Indiana,Indianapolis,4270 W 38th St,1,5,N/A
2274296,9-Apr-22,Florida,Miami,6816 NW 15th Ave,0,4,N/A
2274855,9-Apr-22,District of Columbia,Washington,O St SW and Half St SW,0,4,N/A
2272394,6-Apr-22,Pennsylvania,Philadelphia,Griscom St and Arrott St,1,4,N/A
2270747,4-Apr-22,Kentucky,Covington,Russell St and W 16th St,0,4,N/A
2270578,4-Apr-22,Connecticut,Hartford,Bedford St and Mather St,1,3,N/A
2269429,3-Apr-22,New York,Buffalo,400 block of Genesee St,0,4,N/A
2269745,3-Apr-22,California,San Francisco,670 Brunswick St,2,2,N/A
2269100,3-Apr-22,Texas,Dallas,5050 Cleveland Rd,1,16,N/A
2269082,3-Apr-22,California,Sacramento,J St and 10th St,6,12,N/A
2268723,2-Apr-22,North Carolina,Shelby,1851 E Dixon Blvd,1,3,N/A
2268762,2-Apr-22,Louisiana,Monroe,100 Sterlington Rd,1,5,N/A
2269059,2-Apr-22,Colorado,Colorado Springs,2400 block of Barkman Dr,0,4,N/A
2269034,2-Apr-22,Louisiana,Shreveport,2025 Marshall St,1,3,N/A
2269259,1-Apr-22,South Carolina,Walterboro,1900 Block of Logan Farm Rd,0,4,N/A
2264094,26-Mar-22,California,Hollister,Rustic St and Roble St,2,3,N/A
2265029,26-Mar-22,Ohio,Cleveland,1437 St Clair Ave NE,0,4,N/A
2263608,25-Mar-22,Colorado,Colorado Springs,820 Citadel Dr E,2,2,N/A
2260129,22-Mar-22,California,Stockton,1800 West Lane,1,3,N/A
2259262,21-Mar-22,Connecticut,Waterbury,23 Scovill St,0,4,N/A
2259413,21-Mar-22,Illinois,Chicago,1650 E 79th St,2,2,N/A
2258324,20-Mar-22,Wisconsin,Milwaukee,2822 W Melvina St,0,4,N/A
2258156,20-Mar-22,Texas,Austin,E 6th St and Neches St,0,4,N/A
2258224,20-Mar-22,Texas,Houston,2955 S Sam Houston Pkwy E,1,3,N/A
2257316,19-Mar-22,Virginia,Norfolk,320 Granby St,3,2,N/A
2258012,19-Mar-22,North Carolina,Fayetteville,1707 Owen Dr,3,3,N/A
2257739,19-Mar-22,Arkansas,Dumas,611 Highway 65 S,1,26,N/A
2257674,19-Mar-22,Virginia,Madison Heights,351 Old Wright Shop Rd,1,4,N/A
2258182,19-Mar-22,Texas,Dallas,5214 Botham Jean Blvd,1,9,N/A
2256453,18-Mar-22,Texas,Fort Worth,1600 block of NW Loraine St,1,3,N/A
2257778,18-Mar-22,Louisiana,New Iberia,200 block of C V Jackson Dr,0,5,N/A
2257132,17-Mar-22,Michigan,Lansing,2200 block of E Michigan Ave,0,4,N/A
2256398,17-Mar-22,Illinois,Chicago,4100 block of W Monroe St,0,4,N/A
2255816,17-Mar-22,Florida,Fort Lauderdale,1300 W Broward Blvd,2,2,N/A
2255832,16-Mar-22,New Jersey,Irvington,800 block of 18th Ave,1,3,N/A
2256080,16-Mar-22,New Jersey,Irvington,862 18th Ave,1,3,N/A
2254579,15-Mar-22,Alabama,Ozark,1001 US Hwy 231,0,5,N/A
2253714,14-Mar-22,Pennsylvania,Reading,1300 block of Meade St,1,3,N/A
2252873,13-Mar-22,Illinois,Chicago,7902 S Exchange Ave,0,7,N/A
2252500,13-Mar-22,New York,Rochester,471 State St,2,2,N/A
2252792,13-Mar-22,South Carolina,Columbia,810 Pulaski St,1,4,N/A
2252719,12-Mar-22,Maryland,Baltimore,Gwynn Oak Ave and Liberty Heights Ave,3,1,N/A
2253654,12-Mar-22,Alabama,Autaugaville,200 block of N Pickett St,1,3,N/A
2251416,11-Mar-22,Ohio,Columbus,1644 E Dublin-Granville Rd,2,2,N/A
2250540,9-Mar-22,Colorado,Aurora,3300 N Ouray St,1,4,N/A
2250151,8-Mar-22,Florida,Jacksonville,Duval Station Rd and Starratt Rd,1,4,N/A
2249608,7-Mar-22,Tennessee,Knoxville,5800 block of Primus Rd,0,4,N/A
2247617,6-Mar-22,Minnesota,Minneapolis,2720 Blaisdell Ave,1,3,N/A
2248066,6-Mar-22,Pennsylvania,Hazleton,182 S  Wyoming St,1,4,N/A
2247842,6-Mar-22,Kentucky,Louisville,601 E Jefferson St,0,4,N/A
2247828,6-Mar-22,Texas,Lubbock,1800 block of Parkway Dr,0,4,N/A
2247622,6-Mar-22,South Carolina,Chester,Powell Dr and Harvey Neely Rd,2,3,N/A
2248613,6-Mar-22,Louisiana,Monroe,1051 Martin Luther King Junior Drive,0,4,N/A
2247747,5-Mar-22,Arizona,Glendale,4810 W Glendale Ave,1,3,N/A
2247025,5-Mar-22,Georgia,Atlanta,I-75 and Langford Pkwy,0,4,N/A
2246387,3-Mar-22,Nevada,Las Vegas,4055 S University Center Dr,1,6,N/A
2245620,2-Mar-22,Maryland,Baltimore,Walbrook Ave and N Dukeland St,1,3,N/A
2243861,28-Feb-22,California,Sacramento,2041 Wyda Way,5,0,N/A
2243285,27-Feb-22,Louisiana,Alexandria,3700 block of 3rd St,0,4,N/A
2242345,26-Feb-22,South Carolina,North Charleston,2622 S Allen Dr,1,3,N/A
2242153,26-Feb-22,Nevada,Las Vegas,953 E Sahara Ave,1,14,N/A
2244673,26-Feb-22,Louisiana,Bogalusa,E 4th St and Martin Luther King Jr Dr,0,10,N/A
2241857,25-Feb-22,Louisiana,Baton Rouge,6401 Bluebonnet Blvd,2,2,N/A
2241299,24-Feb-22,Texas,San Antonio,90 Lanark Dr,0,4,N/A
2238575,21-Feb-22,Minnesota,Saint Paul,488 Humboldt Ave,1,3,N/A
2238165,20-Feb-22,Iowa,Des Moines,100 block of Water St,0,4,N/A
2238657,20-Feb-22,Nebraska,Omaha,1817 N 33rd St,0,4,N/A
2238403,20-Feb-22,Oregon,Portland,SE Foster Rd and 128th Ave,1,3,N/A
2238312,20-Feb-22,Mississippi,Mccomb,Minnesota Ave and 6th St,1,3,N/A
2237697,19-Feb-22,Oregon,Portland,NE 55th Ave and NE Hassalo St,1,6,N/A
2237593,19-Feb-22,Missouri,Charleston,106 S Franklin St,2,14,N/A
2237196,19-Feb-22,California,Turlock,142 S 1st St,0,7,N/A
2237058,19-Feb-22,North Carolina,Durham,1400 E Cornwallis Rd,2,2,N/A
2236857,18-Feb-22,Maryland,Temple Hills (Marlow Heights),4200 block of 28th Ave,2,2,N/A
2236155,17-Feb-22,Pennsylvania,Philadelphia,164 W Chelten Ave,0,4,N/A
2235778,17-Feb-22,Texas,Houston,3000 Blodgett St,0,5,N/A
2235366,16-Feb-22,Florida,Miami,NW 99th St and NW 21st Ave,1,3,N/A
2234868,15-Feb-22,Illinois,Joliet,700 block of Francis St,1,3,N/A
2232854,13-Feb-22,Wisconsin,Racine,7th St and Park Ave,1,5,N/A
2232287,12-Feb-22,California,West Hollywood,401 N La Cienega Blvd,0,4,N/A
2232351,12-Feb-22,Tennessee,Murfreesboro,1644 Middle Tennessee Blvd,1,4,N/A
2232476,12-Feb-22,Arkansas,Little Rock,200 block of E 7th St,1,3,N/A
2231921,11-Feb-22,Missouri,Springfield,E Kearney St and N Prospect Ave,0,4,N/A
2231371,11-Feb-22,Arizona,Phoenix,5405 W Warner St,2,9,N/A
2228979,6-Feb-22,Illinois,Romeoville,735 N Center Blvd,0,5,N/A
2228510,6-Feb-22,California,Fresno,S Clara Ave and E Lorena Ave,2,2,N/A
2228660,6-Feb-22,North Carolina,Wilmington,200 block of North 31st St,0,4,N/A
2227759,6-Feb-22,Florida,Fort Lauderdale,5280 FL-7,0,4,N/A
2227187,5-Feb-22,New Mexico,Las Cruces,1900 block of Gladys Dr,1,3,N/A
2227058,5-Feb-22,Texas,Corsicana,2919 W 2nd Ave,6,2,N/A
2227035,4-Feb-22,Virginia,Blacksburg,109 N Main St,1,4,N/A
2225493,2-Feb-22,California,Oroville,410 Oro Dam Blvd E,1,4,N/A
2224788,1-Feb-22,Wisconsin,Milwaukee,1801 W Olive St,0,5,N/A
2224013,31-Jan-22,North Carolina,Raleigh,3120 New Bern Ave,1,3,N/A
2222953,30-Jan-22,Florida,Winter Haven,Buckeye Loop Rd and MLK Blvd NE,1,4,N/A
2223019,30-Jan-22,Georgia,Augusta,2623 Deans Bridge Rd,1,3,N/A
2222557,29-Jan-22,Missouri,Saint Louis,4900 block of Cote Brilliante,3,1,N/A
2222383,29-Jan-22,Georgia,Atlanta,899 Martin Luther King Jr Dr NW,1,3,N/A
2222766,29-Jan-22,California,Bakersfield,10612 Rosedale Hwy,0,4,N/A
2220985,27-Jan-22,District of Columbia,Washington,4400 Connecticut Ave,1,4,N/A
2217882,23-Jan-22,California,Inglewood,1300 block of North Park Ave,4,1,N/A
2218159,23-Jan-22,Wisconsin,Milwaukee,2505 N 21st St,6,0,N/A
2215955,19-Jan-22,Maryland,Baltimore,E Monument St and N Montford Ave,3,1,N/A
2215256,19-Jan-22,Louisiana,New Orleans,7800 block of Keats St,0,4,N/A
2214013,18-Jan-22,Florida,Miami,10702 NW 7th Ave,1,4,N/A
2214306,17-Jan-22,Texas,San Antonio,400 block of Spriggsdale Ave,1,4,N/A
2213456,16-Jan-22,Georgia,Savannah,1100 Graydon St,1,3,N/A
2212203,15-Jan-22,Tennessee,Knoxville,2700 block of Tarleton Ave,0,4,N/A
2212018,15-Jan-22,Georgia,Brunswick,2717 Glynn Ave,1,5,N/A
2211746,14-Jan-22,Oregon,Eugene,219 W 8th Ave,0,6,N/A
2210480,13-Jan-22,New York,Brooklyn,1014 E 92nd St,1,3,N/A
2209840,12-Jan-22,Illinois,Chicago,S King Dr and E 63rd St,0,4,N/A
2207435,9-Jan-22,California,Fresno,724 E Olive Ave,0,4,N/A
2207931,9-Jan-22,California,Los Angeles,W 35th St and S Hill St,2,4,N/A
2207469,9-Jan-22,Alabama,Montgomery,3020 Atlanta Hwy,1,6,N/A
2207406,9-Jan-22,Colorado,Colorado Springs,1960 Chelton Rd,2,3,N/A
2206813,8-Jan-22,Texas,Houston,7136 Clarewood Dr,1,3,N/A
2205024,4-Jan-22,Mississippi,Jackson,3207 W Capitol St,1,3,N/A
2202976,2-Jan-22,Texas,Corsicana,1100 block of S 29th St,2,2,N/A
2202727,2-Jan-22,Texas,San Antonio,427 Montrose,2,2,N/A
2202025,1-Jan-22,Missouri,Columbia,122 S 9th St,0,4,N/A
2201629,1-Jan-22,Pennsylvania,Philadelphia,1600 block of Cecil B Moore Ave,1,4,N/A
2201641,1-Jan-22,Wisconsin,Kenosha,1708 52nd St,1,3,N/A
2202001,1-Jan-22,Illinois,Peoria,2000 block of SW Adams St,2,2,N/A
2201876,1-Jan-22,South Carolina,Dillon,3261 Hwy 9,0,5,N/A
2201848,1-Jan-22,Indiana,South Bend,1500 block of S Miami St,0,4,N/A
2201677,1-Jan-22,Colorado,Denver,1919 Blake St,2,2,N/A
2201535,31-Dec-21,Maryland,Capitol Heights,Cindy Ln,0,4,N/A
2201716,31-Dec-21,Mississippi,Gulfport,1200 block of Lewis Ave,4,3,N/A
2201216,31-Dec-21,California,Los Angeles,10211 S. Avalon Blvd,0,6,N/A
2200968,30-Dec-21,Pennsylvania,Philadelphia,5100 block of Germantown Ave,0,7,N/A
2201052,30-Dec-21,Missouri,Kirksville,700 block of E Dodson St,3,1,N/A
2198521,27-Dec-21,Colorado,Denver,56 Broadway,6,2,N/A
2198014,27-Dec-21,Ohio,Youngstown,2626 Tyrell Ave,1,3,N/A
2200720,27-Dec-21,Alabama,Mobile,3606 Moffett Rd,1,3,N/A
2197178,26-Dec-21,Virginia,Clear Brook,I-81 S and Visitor Center Loop,1,4,N/A
2197391,26-Dec-21,Texas,Garland,730 W Walnut St,3,1,N/A
2198071,26-Dec-21,New York,Buffalo,1300 block of Jefferson Ave,0,4,N/A
2197421,26-Dec-21,Mississippi,Fayette,225 Community Dr,1,6,N/A
2197328,26-Dec-21,Pennsylvania,Philadelphia,800 block of W Clearfield St,0,4,N/A
2196827,25-Dec-21,Louisiana,Lafayette,2100 block of NE Evangeline Thruway,0,4,N/A
2196434,24-Dec-21,Georgia,Roswell,401 Huntington Dr,1,3,N/A
2196267,24-Dec-21,Pennsylvania,Pittsburgh,7300 block of Schoyer St,0,6,N/A
2196839,24-Dec-21,New York,Brooklyn,1031 Nostrand Ave,0,4,N/A
2193049,19-Dec-21,Illinois,Lovejoy (Brooklyn),213 Madison St,1,3,N/A
2191752,17-Dec-21,Maryland,Baltimore,600 block of Laurens St,1,3,N/A
2192046,17-Dec-21,Maryland,Baltimore,1300 block of W North Ave,1,4,N/A
2191683,17-Dec-21,Virginia,Portsmouth,4105 Portsmouth Blvd,0,4,N/A
2188999,13-Dec-21,California,Fresno,E Normal Ave and Mayfair Dr S,0,4,N/A
2188843,13-Dec-21,Pennsylvania,Philadelphia,3400 block of Emerald St,0,4,N/A
2188260,13-Dec-21,North Carolina,Durham,Eugene St and Mathison St,2,4,N/A
2187939,12-Dec-21,Mississippi,Bolton,6171 W. Northside Dr,0,6,N/A
2190367,12-Dec-21,Florida,Tampa,Alaska Ave,0,5,N/A
2187990,12-Dec-21,Texas,Baytown,1403 N Market Loop,1,13,N/A
2188066,12-Dec-21,Virginia,Woodbridge,13989 Jefferson Davis Hwy,0,4,N/A
2187027,11-Dec-21,Illinois,River Grove,3111 River Rd,1,3,N/A
2186517,10-Dec-21,Michigan,Lansing,Miller Rd and Cedar St,1,3,N/A
2187077,10-Dec-21,Florida,Orlando,Jefferson St and Garden Ave,0,5,N/A
2186696,10-Dec-21,North Carolina,Charlotte,3100 block of Marney Ave,0,5,N/A
2186858,9-Dec-21,Maryland,Capitol Heights,6700 Walker Mill Rd,0,4,N/A
2186246,9-Dec-21,Wisconsin,Beloit,1900 block of Porter Ave,1,5,N/A
2183667,6-Dec-21,Pennsylvania,Philadelphia,1500 block of N 29th St,0,4,N/A
2182789,5-Dec-21,Michigan,Detroit,5200 block of Marlborough St,2,2,N/A
2183120,5-Dec-21,Texas,El Paso,2910 Tularosa Ave,1,3,N/A
2181840,3-Dec-21,Tennessee,Memphis,3885 Elvis Presley Blvd,2,2,N/A
2181096,2-Dec-21,North Carolina,Elizabeth City,Perry St and Jordan St,3,3,N/A
2178487,30-Nov-21,Michigan,Oxford,745 N Oxford Rd,4,7,N/A
2179099,30-Nov-21,Georgia,Rex,3600 block of Jervis Court,4,2,N/A
2177268,28-Nov-21,Pennsylvania,Philadelphia,1300 block of S 50th St,0,4,N/A
2176922,28-Nov-21,Maryland,Baltimore,1300 block of North Montford Ave,0,7,N/A
2177300,28-Nov-21,Illinois,Evanston,1950 Green Bay Rd,1,4,N/A
2177416,28-Nov-21,California,Lancaster,3500 block of Garnet Lane,5,0,N/A
2176653,28-Nov-21,Colorado,Aurora,1500 block of Dayton St,0,5,N/A
2176667,27-Nov-21,New Jersey,Newark,900 block of Bergen St,1,3,N/A
2176058,26-Nov-21,Tennessee,Nashville,2815 Torbett St,3,4,N/A
2175329,25-Nov-21,Texas,San Antonio,4000 block of Sunrise Creek Dr,2,2,N/A
2175615,25-Nov-21,South Carolina,Green Sea,Long Branch Swamp Rd,0,4,N/A
2173531,23-Nov-21,Florida,Lehigh Acres,Cervantes St,0,4,N/A
2174033,23-Nov-21,Texas,Marshall,700 block of Cross St,1,3,N/A
2174685,22-Nov-21,North Carolina,Warsaw,101 Matthews St,2,2,N/A
2172178,21-Nov-21,New Jersey,Passaic,Howe Ave and Lafayette Ave,0,5,N/A
2172657,21-Nov-21,Louisiana,Baton Rouge,4888 Plank Rd,1,4,N/A
2171568,20-Nov-21,California,Fresno,3665 N Pleasant Ave,2,2,N/A
2172018,20-Nov-21,Illinois,Berwyn,6802 W 26th St,0,4,N/A
2170438,18-Nov-21,Maryland,Cambridge,700 block of Greenwood Ave,1,3,N/A
2169719,17-Nov-21,Illinois,East Saint Louis,8300 block of State St,1,3,N/A
2170140,17-Nov-21,New York,Newburgh,William St and Carson Ave,0,4,N/A
2169494,17-Nov-21,New York,Bronx,815 Burke Ave,1,3,N/A
2168989,17-Nov-21,Illinois,Chicago,1240 W Randolph St,0,4,N/A
2167778,15-Nov-21,New York,New York (Manhattan),101 W 141st St,0,4,N/A
2167297,15-Nov-21,Colorado,Aurora,1200 Nome St,0,6,N/A
2166673,14-Nov-21,Pennsylvania,Philadelphia,2700 block of N Howard St,0,6,N/A
2166768,14-Nov-21,Missouri,Columbia,19 N 5th St,1,5,N/A
2166953,14-Nov-21,Oregon,Chiloquin,990 Bronco Lane,2,2,N/A
2166750,14-Nov-21,Arizona,Tucson,1655 W Ajo Way,4,1,N/A
2166817,14-Nov-21,Alabama,Troy,803 US-231 S,1,5,N/A
2166055,13-Nov-21,North Carolina,Winston Salem (Winston-salem),400 block of Gregory St,0,4,N/A
2167889,13-Nov-21,Louisiana,Houma,100 block of Emma St,0,4,N/A
2165600,12-Nov-21,Virginia,Richmond,3050 Nine Mile Rd,2,2,N/A
2165535,12-Nov-21,Alabama,Birmingham,1100 block of 33rd St SW,2,2,N/A
2163306,9-Nov-21,New York,Rochester,Clifton St and Jefferson Ave,0,4,N/A
2163772,9-Nov-21,Louisiana,Hahnville (Killona),160 Killona Dr,1,4,N/A
2163617,9-Nov-21,South Dakota,Scotland,710 2nd St,3,2,N/A
2162196,8-Nov-21,Texas,Victoria,10700 FM 236,3,1,N/A
2162269,8-Nov-21,Pennsylvania,Philadelphia,200 block of E Louden St,0,4,N/A
2161323,7-Nov-21,Wisconsin,Kenosha,625 57th St,1,3,N/A
2161116,6-Nov-21,California,Oakley,33 Malicoat Ave,2,2,N/A
2160608,6-Nov-21,Texas,Marshall,510 S Alamo Blvd,0,6,N/A
2161078,6-Nov-21,California,Highland,26998 3rd St,0,4,N/A
2160838,5-Nov-21,California,Oakland,8400 block of International Blvd,1,3,N/A
2158524,3-Nov-21,Iowa,Des Moines,11300 block of E 15th St,0,4,N/A
2158417,3-Nov-21,Virginia,Norfolk,821 Whitaker Ln,3,2,N/A
2157991,2-Nov-21,Alabama,Mobile,4120 Government Blvd,0,4,N/A
2156175,1-Nov-21,Florida,Orlando,N Orange Ave and Wall St,0,4,N/A
2157206,1-Nov-21,Texas,San Antonio,1900 block of W Laurel St,0,4,N/A
2155369,31-Oct-21,Kentucky,Louisville,6210 Shepherdsville Rd,2,2,N/A
2155517,31-Oct-21,Colorado,Littleton (Lakewood),6200 block of Alameda Ave,2,2,N/A
2155428,31-Oct-21,Illinois,Flossmoor,3800 block of Ballantrae Way,1,3,N/A
2155282,31-Oct-21,Texas,Houston,1909 Schilder Dr,1,3,N/A
2155329,31-Oct-21,Illinois,Joliet,1018 E Jackson St,2,12,N/A
2156001,31-Oct-21,Texas,Fort Worth,3700 block of Lebow St,1,3,N/A
2154851,30-Oct-21,California,Gilroy,400 block of Las Animas Ave,2,2,N/A
2154422,30-Oct-21,Illinois,Decatur,1100 block of N Union St,0,4,N/A
2154441,30-Oct-21,Oklahoma,Oklahoma City,NW 122nd St and N Council Rd,0,4,N/A
2154873,30-Oct-21,California,Sacramento,5560 Palm Ave,2,5,N/A
2155172,30-Oct-21,Florida,Saint Petersburg,1079 62nd Ave S,1,4,N/A
2155001,30-Oct-21,Texas,Texarkana,2315 Texas Blvd,1,9,N/A
2154283,29-Oct-21,New York,Poughkeepsie,32 Cannon St,0,5,N/A
2155826,29-Oct-21,Michigan,Kalamazoo,3082 S 9th St,0,4,N/A
2153285,28-Oct-21,Nevada,Las Vegas,3900 block of E Cheyenne Ave,0,4,N/A
2153779,28-Oct-21,Tennessee,Nashville,210 N 9th St,1,3,N/A
2150274,25-Oct-21,Idaho,Boise,350 N Milwaukee St,3,3,N/A
2154085,24-Oct-21,California,Gonzales,Foletta Rd,2,2,N/A
2150037,24-Oct-21,Mississippi,Crenshaw,413 Jones St,2,3,N/A
2148921,23-Oct-21,South Carolina,Florence,811 S Irby St,0,6,N/A
2148891,23-Oct-21,California,Ontario,700 block of E Bonnie Brae Ct,1,4,N/A
2148633,23-Oct-21,Georgia,Fort Valley,603 Carver Dr,1,7,N/A
2148282,22-Oct-21,Illinois,Chicago,7901 S Cottage Grove Ave,0,5,N/A
2148946,22-Oct-21,Washington,Renton,16420 SE 128th St,0,4,N/A
2148401,22-Oct-21,Maryland,Baltimore,3100 block of W North Ave,0,7,N/A
2147114,21-Oct-21,New York,Brooklyn,3008 Glenwood Rd,0,4,N/A
2147301,21-Oct-21,Washington,Tacoma,4258 Everett St,4,0,N/A
2147042,20-Oct-21,Michigan,Farwell,9539 S Harrison Ave,4,0,N/A
2145931,19-Oct-21,Wisconsin,Kenosha,610 40th Pl,3,2,N/A
2143277,17-Oct-21,Louisiana,Grambling,403 Main St,1,7,N/A
2143113,17-Oct-21,Missouri,Saint Louis,8600 block of Goodfellow Blvd,1,3,N/A
2143765,17-Oct-21,Texas,Houston,1900 block of Dolly Wright St,0,7,N/A
2143889,17-Oct-21,Colorado,Colorado Springs,1865 N Academy Blvd,0,5,N/A
2144160,17-Oct-21,Wisconsin,Racine,Yout St and Carter St,0,6,N/A
2143479,17-Oct-21,Arkansas,Pine Bluff,820 S Main St,1,9,N/A
2143499,17-Oct-21,Arkansas,Pine Bluff,University Dr and Pullen Ave,1,3,N/A
2143605,17-Oct-21,Mississippi,Jackson,3243 Medgar Evers Blvd,3,3,N/A
2142402,16-Oct-21,Texas,Killeen,308 S Second St,1,3,N/A
2142296,15-Oct-21,Alabama,Mobile,1621 Virginia St,0,5,N/A
2142092,14-Oct-21,Minnesota,Minneapolis,814 E Franklin Ave,1,4,N/A
2155043,14-Oct-21,Mississippi,Mccomb,1300 14th St,0,6,N/A
2139048,12-Oct-21,Florida,Naples,700 block of 99th Ave,1,5,N/A
2139674,12-Oct-21,Mississippi,Meridian,2000 block of 17th St,3,1,N/A
2139198,11-Oct-21,Georgia,Atlanta,4900 Delano Rd,0,6,N/A
2137198,10-Oct-21,Minnesota,Saint Paul,214 7th St W,1,15,N/A
2137321,10-Oct-21,South Carolina,Mc Coll (Mccoll),4181 Hwy 15-401,2,3,N/A
2137561,10-Oct-21,Iowa,Sioux City,427 Pierce St,0,4,N/A
2137179,10-Oct-21,Illinois,Chicago,1565 N Milwaukee Ave,1,4,N/A
2137555,10-Oct-21,Delaware,Dover,1500 block of Nathaniel Mitchell Rd,1,4,N/A
2136907,9-Oct-21,Louisiana,Livingston,17000 block of LA-444,2,4,N/A
2137291,9-Oct-21,Texas,Dallas,3000 block of South Blvd,0,4,N/A
2137575,9-Oct-21,New York,Albany,100 block of North Lake Ave,1,6,N/A
2137464,9-Oct-21,Colorado,Denver,7300 block of E 22nd Ave,1,3,N/A
2136230,8-Oct-21,Maryland,Baltimore,2600 block of Jefferson St,0,4,N/A
2136270,8-Oct-21,District of Columbia,Washington,1700 block of Independence Ave SE,1,3,N/A
2135536,8-Oct-21,Alabama,Montgomery,1800 block of Cotton Ct,1,3,N/A
2135508,7-Oct-21,Wisconsin,Milwaukee,W Cherry St and N 8th St,3,1,N/A
2134657,7-Oct-21,Illinois,Chicago,900 block of N Orleans St,0,4,N/A
2135498,7-Oct-21,Wisconsin,Milwaukee,2400 block of N 37th St,0,5,N/A
2135666,7-Oct-21,Louisiana,New Orleans,S Robertson St and Martin Luther King Jr Blvd,1,4,N/A
2134217,6-Oct-21,Maryland,Baltimore,1243 Patterson Park Ave,1,5,N/A
2134359,6-Oct-21,Louisiana,New Orleans,603 General Taylor,2,2,N/A
2136132,6-Oct-21,Ohio,Cleveland,9200 block of Marshall Ave,0,4,N/A
2135659,6-Oct-21,Ohio,Cleveland,Marshall Ave and E 93rd St,0,4,N/A
2133962,5-Oct-21,Illinois,Rockford,400 block of S Independence Ave,1,3,N/A
2133137,5-Oct-21,Minnesota,Saint Paul,922 Thomas Ave W,0,4,N/A
2132656,4-Oct-21,Minnesota,Minneapolis,626 W Broadway Ave,0,4,N/A
